year,make,model,price
2023,Honda,Elevate,14530
2023,Honda,e,37140
2023,Honda,e Advance,37140
2023,Honda,Pilot Elite AWD,52030
2023,Honda,Pilot EX-L 8-Passenger AWD,42310
2023,Honda,Pilot EX-L 8-Passenger 2WD,41950
2023,Honda,Pilot Sport 4WD,40080
2023,Honda,City ZX CVT,19350
2023,Honda,City V CVT,16510
2023,Honda,New City ZX Petrol MT,17880
2023,Honda,New City VX Petrol MT,16400
2023,Honda,City Hybrid eHEV ZX,24770
2023,Honda,City Hybrid eHEV V,22970
2023,Honda,New City V Petrol MT,15030
2023,Honda,New City SV Petrol MT,14010
2023,Honda,City Hybrid ZX CVT,28520
2023,Honda,City Hybrid V CVT,26450
2023,Honda,City V,17500
2023,Honda,City SV,16260
2023,Honda,City Hybrid,26640
2023,Honda,HR-V VTi-S,28230
2023,Honda,HR-V VTi,27470
2023,Honda,Accord EX,29610
2023,Honda,Civic Type R Touring Manual,43290
2023,Honda,Passport EX-L,41100
2023,Honda,Pilot EX-L AWD,42310
2023,Honda,CR-V EX-L AWD,35260
2023,Honda,CR-V EX AWD,32610
2023,Honda,CR-V Hybrid Sport AWD,33950
2023,Honda,Civic Type R Touring,42890
2023,Honda,Civic Sport Sedan,24650
2023,Honda,Accord Hybrid Sport-L,33870
2023,Honda,Accord Sedan,28000
2023,Honda,ZR-V,25000
2023,BMW,8 Series 840i,No price available
2023,BMW,I5,BMW i5 2023
2023,BMW,i5,No price available
2023,BMW,i7 M60,No price available
2023,BMW,i3s 120 Ah,45550
2023,BMW,iX3,70930
2023,BMW,i4 xDrive40,62600
2023,BMW,i7 eDrive50,106700
2023,BMW,iX1 xDrive30,60490
2023,BMW,i7 M70 xDrive,350000
2023,BMW,M2 Brooklyn Grau,63500
2023,BMW,M2 Zandvoort Blau,63000
2023,BMW,X1 sDrive18d M Sport,69420
2023,BMW,X1 sDrive18i xLine,64550
2023,BMW,X7 xDrive40d M Sport,179890
2023,BMW,X7 xDrive40i M Sport,171330
2023,BMW,Alpina B5 GT Sedan,156890
2023,BMW,Alpina B5 GT Wagon,161100
2023,BMW,M4 Competition Coupe,78600
2023,BMW,i4 eDrive35,51400
2023,BMW,3.0 CSL Coupe,750000
2023,BMW,5 Series Hybrid,56400
2023,BMW,4 Series M440i Gran Coupe,57450
2023,BMW,M8 Coupe Competition,308090
2023,BMW,M6,105990
2023,BMW,530i xDrive Sedan,BMW 530i xDrive 2023
2023,BMW,530i xDrive,57100
2023,BMW,530e Plug-In Hybrid,56400
2023,Lexus,Electric,No price available
2023,Lexus,LC 500 Edge Limited Edition,126290
2023,Lexus,RZ 450e Luxury,64000
2023,Lexus,RZ 450e Premium,58500
2023,Lexus,LX Ultra Luxury,126000
2023,Lexus,LC 500 Coupe,94000
2023,Lexus,IS 350 F SPORT Design AWD,44510
2023,Lexus,IS 300 AWD,41435
2023,Lexus,ES 350 F SPORT Handling,47800
2023,Lexus,NX 350h Luxury,49000
2023,Lexus,ES 300h F SPORT Design,46920
2023,Lexus,ES 250 F SPORT Design,45920
2023,Lexus,NX 250 Premium,41650
2023,Lexus,NX 350 F SPORT Handling,47050
2023,Lexus,UX 300e 73kWh,35920
2023,Lexus,UX 250h F SPORT HANDLING,42200
2023,Lexus,UX 250h Premium AWD,38630
2023,Lexus,UX 250h Premium,37230
2023,Lexus,UX 250h F SPORT DESIGN,37230
2023,Lexus,UX 250h AWD,36170
2023,Lexus,BX,57575
2023,Lexus,RX Hybrid 500h F Sport Performance,61600
2023,Lexus,NX 450h+ Plug-in Hybrid F SPORT,58400
2023,Lexus,RX Hybrid 350h,49000
2023,Lexus,IS 350 F Sport RWD,45760
2023,Lexus,UX Hybrid,34770
2023,Lexus,UX,43605
2023,Hyundai,Ioniq Hybrid Limited,No price available
2023,Hyundai,RM20 N,No price available
2023,Hyundai,Ioniq 5 Long Range,No price available
2023,Hyundai,Ioniq 5 SR AWD,No price available
2023,Hyundai,Ioniq 5 LR AWD 77kWh,64960
2023,Hyundai,Ioniq 5 LR RWD 77kWh,56610
2023,Hyundai,Ioniq 6 LR AWD,49000
2023,Hyundai,Ioniq 6 LR RWD,45500
2023,Hyundai,Ioniq 6 SR RWD,41600
2023,Hyundai,Exter,Hyundai Exter SUV 2023
2023,Hyundai,Exter SUV,7300
2023,Hyundai,Exter,7300
2023,Hyundai,Mufasa,20000
2023,Hyundai,Verna SX (O) 1.5 VTVT IVT,19730
2023,Hyundai,Verna SX (O)1.5 VTVT,17870
2023,Hyundai,Verna SX 1.5 CRDi,15530
2023,Hyundai,Ioniq 6 Limited AWD,Hyundai loniq 6 Limited AWD 2023
2023,Hyundai,loniq 6 Limited AWD,56100
2023,Hyundai,Ioniq 6 Limited,52600
2023,Hyundai,Ioniq 6 SEL AWD,51200
2023,Hyundai,Ioniq 6 SEL,47700
2023,Hyundai,Ioniq 6 SE AWD,49000
2023,Hyundai,Ioniq 6 SE,45500
2023,Hyundai,Ioniq 6 SE Standard Range,41600
2023,Hyundai,Verna SX 1.5 CRDi AT,16980
2023,Hyundai,Verna SX 1.5 VTVT IVT,17270
2023,Hyundai,Sonata 2.5,37120
2023,Hyundai,Sonata 2.0,34120
2023,Hyundai,Venue N Line N8 DCT,16450
2023,Hyundai,Verna SX 1.5 VTVT,13860
2023,Hyundai,Verna S Plus 1.5 CRDi,13630
2023,Hyundai,Venue N Line N8 DCT Dual Tone,16610
2023,Hyundai,Verna S Plus 1.5 VTVT,12160
2023,Hyundai,Verna E 1.5 VTVT,11700
2023,Hyundai,Venue N Line N6 DCT Dual Tone,15460
2023,Hyundai,Venue N Line N6 DCT,15280
2023,Hyundai,Venue N-Line,15190
2023,Hyundai,Grand i10 Nios Era,8150
2023,Hyundai,Aura E,9240
2023,Hyundai,Stargazer,12230
2023,Hyundai,Venue N Line,15190
2023,Hyundai,Elantra Manual,32900
2023,Hyundai,Elantra N Coupe,32920
2023,Hyundai,Grandeur Calligraphy Black Ink,30600
2023,Hyundai,Kona SE AWD,23640
2023,Hyundai,Kona N Line AWD,29350
2023,Hyundai,Palisade SE AWD,37150
2023,Hyundai,Palisade Limited AWD,48700
2023,Hyundai,Palisade Limited AWD,48700
2023,Hyundai,Kona N Line,27700
2023,Hyundai,Ioniq 5 Limited,52600
2023,Hyundai,Ioniq 5 SEL,46250
2023,Toyota,Vios,No price available
2023,Toyota,Corolla 1.6,No price available
2023,Toyota,Corolla 1.6 Manual,No price available
2023,Toyota,Prius XLE AWD e,No price available
2023,Toyota,Tundra 1794 Edition Hybrid,68200
2023,Toyota,Urban Cruiser Hyryder,13080
2023,Toyota,Bz4x AWD,48800
2023,Toyota,Bz4x FWD,46700
2023,Toyota,bZ3 65kWh,24500
2023,Toyota,bZ3 50kWh,27500
2023,Toyota,Innova Crysta VX 2.4 8 STR,29150
2023,Toyota,Innova Crysta GX 7 STR,24450
2023,Toyota,Supra Plasma Orange 100 Edition,55750
2023,Toyota,Innova Crysta G-SLF 8 STR,23510
2023,Toyota,Innova Crysta G-SLF 7 STR,23450
2023,Toyota,Innova Hycross ZX (O) Hybrid 7 STR,36310
2023,Toyota,Innova Hycross ZX Hybrid 7 STR,35530
2023,Toyota,Innova Hycross VX (O) Hybrid 8 STR,32490
2023,Toyota,Innova Hycross VX (O) Hybrid 7 STR,32420
2023,Toyota,Prius Limited AWD-e,34460
2023,Toyota,Innova Hycross VX Hybrid 8 STR,30010
2023,Toyota,Innova Hycross VX Hybrid 7 STR,29950
2023,Toyota,Innova Hycross GX 8 STR,23540
2023,Toyota,Innova Hycross GX 7 STR,23470
2023,Toyota,Innova Hycross G-SLF 8 STR,22590
2023,Toyota,Innova Hycross G-SLF 7 STR,22540
2023,Toyota,Aygo X Undercover,17000
2023,Toyota,Land Cruiser ZX Gasoline 3.5L,536530
2023,Toyota,Corolla,26700
2023,Toyota,Prius Prime XSE Premium,35600
2023,Toyota,Prius Prime XSE,35600
2023,Toyota,Prius Prime SE,32350
2023,Toyota,RAV4 Prime SE Plug-in Hybrid,42340
2023,Toyota,Sequoia Limited 4WD,67700
2023,Toyota,Century SUV,170000
2023,Toyota,RAV4 Hybrid,30720
2023,Toyota,Highlander Hybrid Platinum AWD,52620
2023,Toyota,Highlander Platinum AWD,51220
2023,Toyota,Highlander Limited AWD,48020
2023,Toyota,Camry SE AWD,29160
2023,Toyota,Sienna XSE AWD,44450
2023,Toyota,Yaris MT 1.3,16000
2023,Toyota,Yaris MT 1.5,18000
2023,Toyota,RAV4 Hybrid XSE,35885
2023,KIA,EV6 First Edition,No price available
2023,KIA,Sportage Debuts,No price available
2023,KIA,ia Cerato S with Safety Pack,KIA Cerato S with Safety Pack 2023
2023,KIA,Cerato S with Safety Pack,No price available
2023,KIA,ia Cerato S Hatch,KIA Cerato S Hatch 2023
2023,KIA,Cerato S Hatch,No price available
2023,KIA,ia EV6 Limited Edition,KIA EV6 Limited Edition 2023
2023,KIA,EV6 Limited Edition,63000
2023,KIA,ia EV6 SR RWD,KIA EV6 SR RWD 2023
2023,KIA,EV6 SR RWD,42700
2023,KIA,ia Forte LX IVT,KIA Forte LX IVT 2023
2023,KIA,Forte LX IVT,19690
2023,KIA,ia Forte GT-Line IVT,KIA Forte GT-Line IVT 2023
2023,KIA,Forte GT-Line IVT,21690
2023,KIA,ia Forte LXS IVT,KIA Forte LXS IVT 2023
2023,KIA,Forte LXS IVT,19990
2023,KIA,ia Stonic Quantum Special Edition,KIA Stonic Quantum Special Edition 2023
2023,KIA,Stonic Quantum Special Edition,26400
2023,KIA,ia K5 GT-Line AWD,KIA K5 GT-Line AWD 2023
2023,KIA,K5 GT-Line AWD,28190
2023,KIA,ia Telluride SX-P X-Pro,KIA Telluride SX-P X-Pro 2023
2023,KIA,Telluride SX-P X-Pro,52780
2023,KIA,ia Telluride SX-P X-Line,KIA Telluride SX-P X-Line 2023
2023,KIA,Telluride SX-P X-Line,51785
2023,KIA,ia Telluride SX X-Pro,KIA Telluride SX X-Pro 2023
2023,KIA,Telluride SX X-Pro,49885
2023,KIA,ia Telluride SX X-Line,KIA Telluride SX X-Line 2023
2023,KIA,Telluride SX X-Line,48885
2023,KIA,ia Niro SX Touring,KIA Niro SX Touring 2023
2023,KIA,Niro SX Touring,34790
2023,KIA,ia Niro SX,KIA Niro SX 2023
2023,KIA,Niro SX,32490
2023,KIA,ia Niro EX Touring,KIA Niro EX Touring 2023
2023,KIA,Niro EX Touring,31390
2023,KIA,ia Telluride S AWD,KIA Telluride S AWD 2023
2023,KIA,Telluride S AWD,39590
2023,KIA,ia Telluride LX AWD,KIA Telluride LX AWD 2023
2023,KIA,Telluride LX AWD,37690
2023,KIA,ia Sorento Hybrid EX AWD,KIA Sorento Hybrid EX AWD 2023
2023,KIA,Sorento Hybrid EX AWD,38890
2023,KIA,Sorento LX AWD,31790
2023,KIA,ia Niro EV SX,KIA Niro EV SX 2023
2023,KIA,Niro EV SX,44450
2023,KIA,ia EV6 GT-Line,KIA EV6 GT-Line 2023
2023,KIA,EV6 GT-Line,52700
2023,KIA,ia EV6 Wind AWD,KIA EV6 Wind AWD 2023
2023,KIA,EV6 Wind AWD,52400
2023,KIA,ia EV6 Wind,KIA EV6 Wind 2023
2023,KIA,EV6 Wind,48500
2023,KIA,ia Picanto,KIA Picanto 2023
2023,KIA,Picanto,14000
2023,KIA,Cerato,18380
2023,KIA,ia Sorento Plug-in Hybrid SX Prestige,KIA Sorento Plug-in Hybrid SX Prestige 2023
2023,KIA,Sorento Plug-in Hybrid SX Prestige,49890
2023,KIA,ia Rio5 S,KIA Rio5 S 2023
2023,KIA,Rio5 S,17490
2023,KIA,ia Carens Premium Turbo,KIA Carens Premium Turbo 2023
2023,KIA,Carens Premium Turbo,15050
2023,KIA,ia Carnival LX Seat Package,KIA Carnival LX Seat Package 2023
2023,KIA,Carnival LX Seat Package,34900
2023,Nissan,Leaf 62kWh,No price available
2023,Nissan,e-NV200,31500
2023,Nissan,Ariya Evolve Plus e-4ORCE,63530
2023,Nissan,Ariya Engage 2WD 87kWh,43190
2023,Nissan,Ariya Engage 2WD 63kWh,43190
2023,Nissan,Ariya ENGAGE Plus,51190
2023,Nissan,Ariya PREMIERE,54690
2023,Nissan,Ariya PLATINUM Plus,60190
2023,Nissan,Ariya EVOLVE e-4ORCE AWD,54190
2023,Nissan,Ariya ENGAGE e-4ORCE AWD,47190
2023,Nissan,Ariya e-4ORCE,55870
2023,Nissan,Ariya EMPOWER+,Nissan Ariya EMPOWER Plus 2023
2023,Nissan,Ariya EMPOWER Plus,53690
2023,Nissan,Ariya EVOLVE+,Nissan Ariya EVOLVE Plus 2023
2023,Nissan,Ariya EVOLVE Plus,50190
2023,Nissan,Ariya VENTURE+,Nissan Ariya VENTURE Plus 2023
2023,Nissan,Ariya VENTURE Plus,47190
2023,Nissan,Ariya ENGAGE,43190
2023,Nissan,Altima 2.5 SL AWD,33490
2023,Nissan,Altima 2.5 SR AWD,28990
2023,Nissan,Altima 2.5 SR,27490
2023,Nissan,Altima 2.5 SV,26090
2023,Nissan,Rogue Platinum AWD,38640
2023,Nissan,Pathfinder Rock Creek,43020
2023,Nissan,Murano Platinum AWD,45210
2023,Nissan,Murano S AWD,35360
2023,Nissan,Murano AWD SV,38900
2023,Nissan,Murano SV AWD,38900
2023,Nissan,Murano SL AWD,42860
2023,Nissan,Sentra SR,22700
2023,Nissan,Armada SL,57760
2023,Nissan,Altima 2.5 SL,31990
2023,Nissan,Rogue SL AWD,35210
2023,Nissan,Formula E,57800
2023,Nissan,Z Performance Auto,49990
2023,Nissan,Armada S 4WD,52900
2023,Nissan,Altima 2.5 SV AWD,27590
2023,Nissan,Pathfinder Platinum 4WD,49870
2023,Nissan,Versa S CVT,18250
2023,Nissan,Z Sport Auto,39990
2023,Nissan,Z,39990
2023,Nissan,Armada SV 4WD,56900
2023,Nissan,Z GT4,229000
2023,Nissan,GT-R Premium,113540
2023,Nissan,GT-R,113540
2023,Nissan,Urvan,25600
2023,Nissan,350Z,37890
2023,Nissan,Juke,17700
2023,Audi,A6 e-tron,No price available
2023,Audi,S5 Premium Plus Coupe,No price available
2023,Audi,Q6 e-tron,No price available
2023,Audi,Q4 50 e tron Prestige,No price available
2023,Audi,A3 Sedan Premium 40 TFSI quattro,37400
2023,Audi,Q5 Premium Plus 40 TFSI quattro,44200
2023,Audi,Q5 Prestige 40 TFSI quattro,44200
2023,Audi,SQ7 4.0T Premium Plus quattro,90200
2023,Audi,A3 Sedan Premium Plus 40 TFSI quattro,37400
2023,Audi,RS4 Avant competition,87320
2023,Audi,SQ8 e-tron quattro,97000
2023,Audi,Q8 55 e-tron quattro,75000
2023,Audi,Q8 Sportback 50 e-tron Quattro,69000
2023,Audi,Q8 Sportback 55 e-tron Quattro,77800
2023,Audi,SQ8 Sportback e-tron quattro,100800
2023,Audi,RS E-Tron GT Special Edition,179900
2023,Audi,Q3 Sportback,62020
2023,Audi,Q5,43500
2023,Audi,R8 Coupe,222000
2023,Audi,A4 Avant,45900
2023,Audi,SQ5 3.0T Premium Quattro,55600
2023,Audi,Q4 Sportback e-tron,58200
2023,Audi,Q4 50 e-tron Premium,55200
2023,Audi,Q4 50 e-tron Prestige,90800
2023,Audi,S6 2.9T Premium quattro,73700
2023,Audi,Q4 40 e-tron Premium Plus,90800
2023,Audi,RS7 Sportback,120900
2023,Audi,RS6 Avant Performance,118900
2023,Audi,RS3,58900
2023,Audi,R8 V10 GT RWD,225000
2023,Audi,A6 Premium Plus 45 TFSI quattro,55900
2023,Chevrolet,Silverado 1500 LT Custom,No price available
2023,Chevrolet,Camaro LT1 Convertible,42400
2023,Chevrolet,Camaro 1SS Convertible,45900
2023,Chevrolet,Camaro 2SS Convertible,50900
2023,Chevrolet,Corvette Stingray Limited Edition,90800
2023,Chevrolet,Bolt EV 65kWh,32500
2023,Chevrolet,Silverado EV RST,105000
2023,Chevrolet,Bolt EV 66kWh,37500
2023,Chevrolet,Silverado EV WT,40000
2023,Chevrolet,Colorado ZR2 Bison,43900
2023,Chevrolet,Corvette Z06 2LZ Coupe,114500
2023,Chevrolet,Corvette Z06 1LZ Coupe,105300
2023,Chevrolet,Camaro 2SS Coupe,44900
2023,Chevrolet,Camaro 1SS Coupe,39900
2023,Chevrolet,Camaro LT1 Coupe,36400
2023,Chevrolet,Camaro 3LT Coupe,32900
2023,Chevrolet,Camaro 2LT Coupe,28900
2023,Chevrolet,Camaro 1LT Coupe,26900
2023,Chevrolet,Blazer 2LT AWD,36100
2023,Chevrolet,Montana,25000
2023,Chevrolet,Onix,17195
2023,Ford,EcoSport Titanium,Ford EcoSport 2023
2023,Ford,EcoSport,No price available
2023,Ford,Focus ST Edition,No price available
2023,Ford,GT 68 Heritage Edition,1100000
2023,Ford,F-150 Shelby Centennial Edition,138500
2023,Ford,E-Tourneo Courier,39990
2023,Ford,F-150 Lightning LR AWD,81000
2023,Ford,Mustang Mach-E SR AWD,49000
2023,Ford,Mustang Mach-E SR,46000
2023,Ford,F-150 Lightning SR AWD,56000
2023,Ford,Shelby Mustang Mach-E GT,65400
2023,Ford,Transit Trail Camper Van 250,65970
2023,Ford,Ranger Wildtrak X,51000
2023,Ford,Transit Passenger Van,50130
2023,Ford,Bronco Sport,29210
2023,Ford,Mustang EcoBoost Premium Convertible,38290
2023,Ford,Ranger LARIAT,35500
2023,Ford,Mustang GT Premium,43360
2023,Ford,Mustang GT,38340
2023,Ford,Mustang EcoBoost Premium,32790
2023,Ford,Mustang Mach-E California Route 1,63570
2023,Ford,Mustang Mach-E Premium,54970
2023,Ford,F-450 Super Duty Limited,97810
2023,Ford,F-450 Super Duty Platinum,89455
2023,Ford,F-450 Super Duty King Ranch,85585
2023,Ford,F-450 Super Duty Lariat,73910
2023,Ford,F-450 Super Duty XLT,62645
2023,Ford,F-450 Super Duty XL,56625
2023,Ford,F-250 Super Duty Platinum,76865
2023,Ford,E-Transit Cargo Van 350,53790
2023,Ford,E-Transit Cargo Van 350 Chassis,50100
2023,Ford,Mustang,27770
2023,Ford,F-250 Super Duty King Ranch,75975
2023,Ford,F-250 Super Duty Lariat,61410
2023,Ford,Explorer Hybrid Limited,54060
2023,Ford,Expedition XL STX,54155
2023,Ford,Expedition Max XL 4x4,60200
2023,Ford,Escape Plug-In Hybrid,38500
2023,Ford,Bronco Sport Heritage Limited Edition,44655
2023,Ford,Bronco Sport Badlands,37340
2023,Ford,Bronco Sport Outer Banks,35615
2023,Ford,Bronco Sport Heritage Edition,32650
2023,Ford,Bronco Sport Big Bend,30930
2023,Ford,Bronco Sport Base,29215
2023,Ford,Bronco Heritage Limited Edition 4-Door,69185
2023,Ford,Bronco Heritage Limited Edition 2-Door,66895
2023,Mercedes,AMG GLC 63 S SUV,No price available
2023,Mercedes,Maybach EQS 580 SUV 4MATIC,No price available
2023,Mercedes,Benz EQE,No price available
2023,Mercedes,AMG G63 Grand Edition,249600
2023,Mercedes,EQA 300 4MATIC,57400
2023,Mercedes,EQS 350,102310
2023,Mercedes,EQA 350 4MATIC,60280
2023,Mercedes,EQV 250 Long,72720
2023,Mercedes,EQV 250 Extra Long,73680
2023,Mercedes,EQV 300 Long,76560
2023,Mercedes,EQV 300 Extra Long,77520
2023,Mercedes,AMG SL 43 Roadster,110000
2023,Mercedes,AMG SL43,110000
2023,Mercedes,EQS SUV 450 4MATIC,114470
2023,Mercedes,EQS 450 4MATIC,113050
2023,Mercedes,AMG CLS 53 Coupe,Mercedes AMG CLS 53 2023
2023,Mercedes,AMG CLS 53,87550
2023,Mercedes,EQT,50000
2023,Mercedes,Benz GLA-Class SUV,37500
2023,Mercedes,Benz GLB Class,39800
2023,Mercedes,AMG GT63 S E Performance,209600
2023,Mercedes,Benz EQA SUV,55300
2023,Mercedes,Benz S Class,243720
2023,Mercedes,AMG GLC 63 S 4MATIC Coupe,85600
2023,Mercedes,AMG C63 Coupe,81850
2023,Mercedes,Benz C Class Convertible,57250
2023,Mercedes,Benz C Class Coupe,49550
2023,Mercedes,AMG GT 53,106700
2023,Mercedes,Maybach GLS,170000
2023,Mercedes,-Benz AMG GT 53 4MATIC Plus,Mercedes AMG GT 53 4MATIC Plus 2023
2023,Mercedes,AMG GT 53 4MATIC Plus,106800
2023,Mercedes,AMG GT,294070
2023,Porsche,911 GT3 R,No price available
2023,Porsche,718 Boxster GTS 4.0,92400
2023,Porsche,911 Dakar Dakar,222000
2023,Porsche,911 Turbo S by Mansory,232000
2023,Porsche,Taycan Art Car,200000
2023,Porsche,Panamera E-Hybrid Sport Turismo,113000
2023,Porsche,Panamera Sport Turismo,103200
2023,Porsche,Panamera Turbo,186400
2023,Porsche,Taycan Cross Turismo,97700
2023,Porsche,Cayenne Platinum Edition E-Hybrid,95500
2023,Porsche,Cayenne S Platinum Edition Coupe,97300
2023,Porsche,Cayenne S Coupe,95200
2023,Porsche,Cayenne S Platinum Edition,95100
2023,Porsche,Cayenne Platinum Edition,84800
2023,Porsche,Macan GTS,82900
2023,Porsche,Panamera 4S E-Hybrid Executive,130500
2023,Porsche,Panamera 4 E-Hybrid Platinum Edition,118800
2023,Porsche,Panamera 4 Platinum Edition,109300
2023,Porsche,Panamera Platinum Edition,105100
2023,Porsche,911 Turbo Cabriolet,195700
2023,Porsche,911 Targa Edition 50 Years Porsche Design,186200
2023,Porsche,911 Carrera GTS Cabriolet America,184920
2023,Porsche,911 Carrera 4 GTS Cabriolet,162700
2023,Porsche,718 Cayman S,75400
2023,Porsche,718 Cayman GTS 4.0,90300
2023,Porsche,718 Cayman T,72500
2023,Porsche,Panamera Hybrid,109000
2023,Porsche,Taycan Sport Turismo,136000
2023,Porsche,911 GT3 Touring Package,169700
2023,Porsche,911 GT3 Touring,170000
2023,Porsche,Macan,57500
2023,Porsche,Panamera 4,97000
2023,Porsche,Panamera,88400
2023,Porsche,911 Turbo S Cabriolet,228900
2023,Infiniti,Electric Vehicle,No price available
2023,Infiniti,QS Inspiration,No price available
2023,Infiniti,QX50,40300
2023,Infiniti,QX80 Sensory AWD,87450
2023,Infiniti,QX80 Premium Select AWD,80400
2023,Infiniti,QX80 Luxe AWD,75800
2023,Infiniti,QX65,49200
2023,Infiniti,Q50 Red Sport 400 AWD,58500
2023,Infiniti,Q50 3.0t Luxe AWD,44650
2023,Infiniti,QX50 SPORT,48500
2023,Infiniti,Q50 3.0t SENSORY,48350
2023,Infiniti,QX80,72700
2023,Infiniti,QX60 SENSORY,58600
2023,Infiniti,QX55 Sensory AWD,58050
2023,Infiniti,Q60 Red Sport 400 AWD,61200
2023,Infiniti,QX55,49150
2023,Infiniti,Q50 3.0t Sensory AWD,50350
2023,Infiniti,QX60 AUTOGRAPH FWD,63600
2023,Infiniti,QX50 SENSORY AWD,54500
2023,Infiniti,QX50 AUTOGRAPH,57950
2023,Infiniti,QX50 SENSORY,52800
2023,Infiniti,QX50 Pure AWD,42300
2023,Infiniti,Q60 3.0t Pure AWD,45750
2023,Infiniti,QX50 ESSENTIAL,48800
2023,Infiniti,QX50 Luxe,43600
2023,Infiniti,QX50 Luxe AWD,45350
2023,Infiniti,QX50 Pure,40300
2023,Infiniti,Q60 Red Sport 400,59200
2023,Infiniti,QX80 Sensory,84350
2023,Infiniti,QX80 Premium Select,75900
2023,Infiniti,QX80 Luxe,72700
2023,Infiniti,Q60 3.0t Luxe,52300
2023,Infiniti,QX55 Sensory,57800
2023,Infiniti,Q60 3.0t Pure,Infiniti Q60 2023
2023,Infiniti,Q60,43250
2023,Infiniti,Q60 3.0t Pure,42750
2023,Infiniti,Q50 3.0t Luxe,Infiniti Q50 2023
2023,Infiniti,Q50,42650
2023,Infiniti,QX60 Pure,49200
2023,Infiniti,Q50 Red Sport 400,56500
2023,Infiniti,Q50 3.0t Sensory,48350
2023,Jaguar,E Pace P300 Sport,No price available
2023,Jaguar,F Type R Convertible,No price available
2023,Jaguar,F Type R,No price available
2023,Jaguar,I-Pace 90kWh,71300
2023,Jaguar,I Pace EV400,69900
2023,Jaguar,I Pace EV320,79090
2023,Jaguar,F-Pace SVR Edition 1988,110000
2023,Jaguar,F-Type Coupe,73400
2023,Jaguar,F-Pace,52400
2023,Jaguar,E-Pace,48000
2023,Jaguar,F-Type 75 Special Edition,86000
2023,Jaguar,F-Type Convertible,76700
2023,Jaguar,F-Type P450 Convertible,75000
2023,Jaguar,I-Pace,71300
2023,Jaguar,XF Sedan,47000
2023,Jaguar,I-Pace HSE,71300
2023,Jaguar,I Pace,87230
2023,Jaguar,F Type P450 R Dynamic Coupe,73050
2023,Jaguar,F Type P450 R Dynamic,87200
2023,Jaguar,F Type P450,76700
2023,Jaguar,F-Type P450 R-Dynamic Coupe,83900
2023,Jaguar,I-Pace EV400,71000
2023,Jaguar,F-Type P450 R-Dynamic Convertible,85000
2023,Jaguar,F-Type P380 Coupe,81900
2023,Jaguar,F-Type P300 Coupe,63900
2023,Jaguar,F Pace SVR,89500
2023,Jaguar,F Pace P250 S,56000
2023,Jaguar,F Type P450 Coupe,76700
2023,Jaguar,F-Pace SVR,89500
2023,Jaguar,F-Type R Convertible,111200
2023,Jaguar,F-Pace P400 R-Dynamic S,64800
2023,Jaguar,F-Pace P340 S,60600
2023,Jaguar,F-Type P450 Coupe,73400
2023,Jaguar,F-Pace P250 S,56000
2023,Jaguar,F-Pace P250,52400
2023,Cadillac,CT4 Premium,No price available
2023,Cadillac,Ascendiq,No price available
2023,Cadillac,CT4 Blackwing,60990
2023,Cadillac,Lyriq Tech,57190
2023,Cadillac,CT4 Premium,39590
2023,Cadillac,CT5-V Base,50995
2023,Cadillac,XT5,44190
2023,Cadillac,XT4,36295
2023,Cadillac,Escalade ESV,82295
2023,Cadillac,Escalade,79290
2023,Cadillac,CT5,38195
2023,Cadillac,CT4,34390
2023,Cadillac,Lyriq RWD,63000
2023,Cadillac,CT5 Blackwing,85990
2023,Cadillac,XT6,49000
2023,Cadillac,XT5 Luxury,44190
2023,Cadillac,Escalade ESV Premium Luxury,91090
2023,Cadillac,Escalade Premium Luxury Platinum,105595
2023,Cadillac,CT5-V Blackwing,91995
2023,Cadillac,CT5-V,50990
2023,Cadillac,CT4-V Blackwing,60495
2023,Cadillac,CT4-V,46590
2023,Cadillac,Escalade Esv Sport Platinum 4wd,115590
2023,Cadillac,Lyriq,57190
2023,Cadillac,Lyriq Luxury AWD,63790
2023,Cadillac,Escalade-V ESV,152195
2023,Cadillac,XT6 Premium,53990
2023,Cadillac,Escalade Sport Platinum 4WD,114590
2023,Cadillac,Escalade Premium Luxury 4WD,89890
2023,Land Rover,ge Rover Hybrid,Land Rover Hybrid 2023
2023,Land Rover,Hybrid,No price available
2023,Land Rover,Discovery Metropolitan,No price available
2023,Land Rover,Defender V8 James Bond Edition,No price available
2023,Land Rover,ge Rover Sport P400 HST,Land Rover Range Rover P400 HST 2023
2023,Land Rover,ge Rover P400 HST,No price available
2023,Land Rover,Defender 80,No price available
2023,Land Rover,Defender 130,90980
2023,Land Rover,ge Rover Sport Deer Valley Edition,165000
2023,Land Rover,New Range Rover,104500
2023,Land Rover,ge Rover SV Lansdowne Edition,301000
2023,Land Rover,ge Rover Velar P400 HST,79200
2023,Land Rover,ge Rover P565 SVAutobiography LWB,215200
2023,Land Rover,ge Rover P565 SVAutobiography Dynamic,186700
2023,Land Rover,ge Rover P525 Autobiography LWB,154000
2023,Land Rover,ge Rover P525 Westminster LWB,119900
2023,Land Rover,ge Rover Hybrid P440e SE PHEV,108400
2023,Land Rover,ge Rover P530 SV,193100
2023,Land Rover,Discovery Sport P250 R-Dynamic SE,48500
2023,Land Rover,Defender 110 Carpathian Edition,118400
2023,Land Rover,Defender 130 X,99900
2023,Land Rover,Defender First Edition,84700
2023,Land Rover,Defender 130 X-Dynamic SE,81400
2023,Land Rover,Defender 130 S,68000
